GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_002419505.1	Bacillales bacterium UBA5729
GCA_002419445.1	Bacillales bacterium UBA5732
GCA_002432395.1	Bacillales bacterium UBA5900
GCA_002431225.1	Bacillales bacterium UBA5913
GCA_002431755.1	Bacillales bacterium UBA5914
GCA_002422535.1	Bacillales bacterium UBA6120
GCA_002441135.1	Bacillales bacterium UBA6259
GCA_002439055.1	Bacillales bacterium UBA6325
GCA_002438065.1	Bacillales bacterium UBA6331
GCA_002438995.1	Bacillales bacterium UBA6332
GCA_002438925.1	Bacillales bacterium UBA6338
GCA_002440155.1	Bacillales bacterium UBA6352
GCA_002440125.1	Bacillales bacterium UBA6356
GCA_002438825.1	Bacillales bacterium UBA6371
GCA_002438785.1	Bacillales bacterium UBA6380
GCA_002438695.1	Bacillales bacterium UBA6390
GCA_002439865.1	Bacillales bacterium UBA6400
GCA_002438545.1	Bacillales bacterium UBA6414
GCA_002438515.1	Bacillales bacterium UBA6415
GCA_002439645.1	Bacillales bacterium UBA6423
GCA_002439555.1	Bacillales bacterium UBA6448
GCA_002437105.1	Bacillales bacterium UBA6449
GCA_002437005.1	Bacillales bacterium UBA6456
GCA_002436825.1	Bacillales bacterium UBA6465
GCA_002436625.1	Bacillales bacterium UBA6476
GCA_002299475.1	Bacillales bacterium UBA660
GCA_002453315.1	Bacillales bacterium UBA6768
GCA_002453275.1	Bacillales bacterium UBA6769
GCA_002449265.1	Bacillales bacterium UBA6865
GCA_002451465.1	Bacillales bacterium UBA6877
GCA_002449135.1	Bacillales bacterium UBA6879
GCA_002451385.1	Bacillales bacterium UBA6883
GCA_002451375.1	Bacillales bacterium UBA6886
GCA_002450035.1	Bacillales bacterium UBA6985
GCA_002449755.1	Bacillales bacterium UBA7004
GCA_002494205.1	Bacillales bacterium UBA7029
GCA_002493865.1	Bacillales bacterium UBA7057
GCA_002472275.1	Bacillales bacterium UBA7278
GCA_002297925.1	Bacillales bacterium UBA733
GCA_002298615.1	Bacillales bacterium UBA742
GCA_002297365.1	Bacillales bacterium UBA743
GCA_002477275.1	Bacillales bacterium UBA7476
GCA_002297295.1	Bacillales bacterium UBA754
GCA_002478085.1	Bacillales bacterium UBA7554
GCA_002476715.1	Bacillales bacterium UBA7559
GCA_002477835.1	Bacillales bacterium UBA7580
GCA_002477825.1	Bacillales bacterium UBA7581
GCA_002478915.1	Bacillales bacterium UBA7595
GCA_002483745.1	Bacillales bacterium UBA7642
GCA_002483615.1	Bacillales bacterium UBA7649
GCA_002482465.1	Bacillales bacterium UBA7706
GCA_002481535.1	Bacillales bacterium UBA7752
GCA_002296455.1	Bacillales bacterium UBA782
GCA_002297105.1	Bacillales bacterium UBA783
GCA_002297045.1	Bacillales bacterium UBA784
GCA_002296445.1	Bacillales bacterium UBA786
GCA_002501335.1	Bacillales bacterium UBA7864
GCA_002296405.1	Bacillales bacterium UBA795
GCA_002292805.1	Bacillales bacterium UBA970
GCA_002419985.1	Bacillus amyloliquefaciens
GCA_002421225.1	Bacillus cereus
GCA_002427705.1	Bacillus cereus
GCA_002379925.1	Bacillus cereus
GCA_002293925.1	Bacillus marisflavi
GCA_002379935.1	Bacillus megaterium
GCA_002382215.1	Bacillus pumilus
GCA_002421265.1	Bacillus pumilus
GCA_002322735.1	Bacillus subtilis
GCA_002338765.1	Bacillus subtilis
GCA_002293225.1	Bacillus subtilis
GCA_002385135.1	Bacillus thuringiensis
GCA_002291495.1	Bacteriovoracaceae bacterium UBA1018
GCA_002306735.1	Bacteriovoracaceae bacterium UBA1331
GCA_002323535.1	Bacteriovoracaceae bacterium UBA1511
GCA_002343335.1	Bacteriovoracaceae bacterium UBA2394
GCA_002343545.1	Bacteriovoracaceae bacterium UBA2428
GCA_002366565.1	Bacteriovoracaceae bacterium UBA3083
GCA_002360815.1	Bacteriovoracaceae bacterium UBA3346
GCA_002360845.1	Bacteriovoracaceae bacterium UBA3347
GCA_002381945.1	Bacteriovoracaceae bacterium UBA4096
GCA_002381765.1	Bacteriovoracaceae bacterium UBA4097
GCA_002379495.1	Bacteriovoracaceae bacterium UBA4207
GCA_002387735.1	Bacteriovoracaceae bacterium UBA4573
GCA_002430665.1	Bacteriovoracaceae bacterium UBA5945
GCA_002435705.1	Bacteriovoracaceae bacterium UBA6144
GCA_002428265.1	Bacteriovoracaceae bacterium UBA6153
GCA_002435795.1	Bacteriovoracaceae bacterium UBA6166
GCA_002422605.1	Bacteriovoracaceae bacterium UBA6200
GCA_002440825.1	Bacteriovoracaceae bacterium UBA6261
GCA_002435165.1	Bacteriovoracaceae bacterium UBA6504
GCA_002435175.1	Bacteriovoracaceae bacterium UBA6507
GCA_002433865.1	Bacteriovoracaceae bacterium UBA6582
GCA_002450715.1	Bacteriovoracaceae bacterium UBA6935
GCA_002474345.1	Bacteriovoracaceae bacterium UBA7317
GCA_002482685.1	Bacteriovoracaceae bacterium UBA7695
GCA_002295965.1	Bacteriovoracaceae bacterium UBA843
GCA_002295955.1	Bacteriovoracaceae bacterium UBA845
GCA_002293765.1	Bacteriovoracaceae bacterium UBA923
GCA_002338505.1	Bacteriovorax sp. UBA1852
GCA_002354235.1	Bacteriovorax sp. UBA2704
GCA_002349865.1	Bacteroidaceae bacterium UBA2918
GCA_002316835.1	Bacteroidales bacterium UBA1035
GCA_002316735.1	Bacteroidales bacterium UBA1040
GCA_002316235.1	Bacteroidales bacterium UBA1064
GCA_002316175.1	Bacteroidales bacterium UBA1068
GCA_002316095.1	Bacteroidales bacterium UBA1071
GCA_002316105.1	Bacteroidales bacterium UBA1072
GCA_002314195.1	Bacteroidales bacterium UBA1077
GCA_002314015.1	Bacteroidales bacterium UBA1107
GCA_002313435.1	Bacteroidales bacterium UBA1111
GCA_002311655.1	Bacteroidales bacterium UBA1173
GCA_002311645.1	Bacteroidales bacterium UBA1176
GCA_002309935.1	Bacteroidales bacterium UBA1178
GCA_002309915.1	Bacteroidales bacterium UBA1179
GCA_002310195.1	Bacteroidales bacterium UBA1180
GCA_002310215.1	Bacteroidales bacterium UBA1181
GCA_002310015.1	Bacteroidales bacterium UBA1182
GCA_002310235.1	Bacteroidales bacterium UBA1184
GCA_002309835.1	Bacteroidales bacterium UBA1187
GCA_002309805.1	Bacteroidales bacterium UBA1189
GCA_002310175.1	Bacteroidales bacterium UBA1192
GCA_002309855.1	Bacteroidales bacterium UBA1195
GCA_002309995.1	Bacteroidales bacterium UBA1197
GCA_002309795.1	Bacteroidales bacterium UBA1199
GCA_002310075.1	Bacteroidales bacterium UBA1204
GCA_002309615.1	Bacteroidales bacterium UBA1205
GCA_002309955.1	Bacteroidales bacterium UBA1208
GCA_002309475.1	Bacteroidales bacterium UBA1215
GCA_002309255.1	Bacteroidales bacterium UBA1216
GCA_002309335.1	Bacteroidales bacterium UBA1217
GCA_002309295.1	Bacteroidales bacterium UBA1219
GCA_002309155.1	Bacteroidales bacterium UBA1223
GCA_002309135.1	Bacteroidales bacterium UBA1229
GCA_002309115.1	Bacteroidales bacterium UBA1232
GCA_002308935.1	Bacteroidales bacterium UBA1237
GCA_002308815.1	Bacteroidales bacterium UBA1253
GCA_002308195.1	Bacteroidales bacterium UBA1256
GCA_002308135.1	Bacteroidales bacterium UBA1266
GCA_002307185.1	Bacteroidales bacterium UBA1309
GCA_002305545.1	Bacteroidales bacterium UBA1374
GCA_002305275.1	Bacteroidales bacterium UBA1392
GCA_002305085.1	Bacteroidales bacterium UBA1402
GCA_002305015.1	Bacteroidales bacterium UBA1410
GCA_002325785.1	Bacteroidales bacterium UBA1458
GCA_002322995.1	Bacteroidales bacterium UBA1556
GCA_002321485.1	Bacteroidales bacterium UBA1621
GCA_002321415.1	Bacteroidales bacterium UBA1622
GCA_002321345.1	Bacteroidales bacterium UBA1627
GCA_002321335.1	Bacteroidales bacterium UBA1628
GCA_002321295.1	Bacteroidales bacterium UBA1630
GCA_002320605.1	Bacteroidales bacterium UBA1680
GCA_002317325.1	Bacteroidales bacterium UBA1711
GCA_002317295.1	Bacteroidales bacterium UBA1714
GCA_002317135.1	Bacteroidales bacterium UBA1715
GCA_002317435.1	Bacteroidales bacterium UBA1722
GCA_002317115.1	Bacteroidales bacterium UBA1723
GCA_002315815.1	Bacteroidales bacterium UBA1725
GCA_002315795.1	Bacteroidales bacterium UBA1733
GCA_002315745.1	Bacteroidales bacterium UBA1735
GCA_002315825.1	Bacteroidales bacterium UBA1736
GCA_002314885.1	Bacteroidales bacterium UBA1745
GCA_002315995.1	Bacteroidales bacterium UBA1751
GCA_002315615.1	Bacteroidales bacterium UBA1754
GCA_002314795.1	Bacteroidales bacterium UBA1756
GCA_002315625.1	Bacteroidales bacterium UBA1757
GCA_002314725.1	Bacteroidales bacterium UBA1769
GCA_002315435.1	Bacteroidales bacterium UBA1794
GCA_002319885.1	Bacteroidales bacterium UBA1797
GCA_002319915.1	Bacteroidales bacterium UBA1800
GCA_002332755.1	Bacteroidales bacterium UBA2030
GCA_002328065.1	Bacteroidales bacterium UBA2183
GCA_002328625.1	Bacteroidales bacterium UBA2198
GCA_002347785.1	Bacteroidales bacterium UBA2249
GCA_002348065.1	Bacteroidales bacterium UBA2254
GCA_002347145.1	Bacteroidales bacterium UBA2263
GCA_002347435.1	Bacteroidales bacterium UBA2267
GCA_002345675.1	Bacteroidales bacterium UBA2287
GCA_002345825.1	Bacteroidales bacterium UBA2295
GCA_002342465.1	Bacteroidales bacterium UBA2454
GCA_002340405.1	Bacteroidales bacterium UBA2559
GCA_002359825.1	Bacteroidales bacterium UBA2632
GCA_002354055.1	Bacteroidales bacterium UBA2712
GCA_002354035.1	Bacteroidales bacterium UBA2714
GCA_002354005.1	Bacteroidales bacterium UBA2716
GCA_002353945.1	Bacteroidales bacterium UBA2717
GCA_002353895.1	Bacteroidales bacterium UBA2721
GCA_002353875.1	Bacteroidales bacterium UBA2722
GCA_002353375.1	Bacteroidales bacterium UBA2748
GCA_002353135.1	Bacteroidales bacterium UBA2759
GCA_002352705.1	Bacteroidales bacterium UBA2764
GCA_002352305.1	Bacteroidales bacterium UBA2781
GCA_002351925.1	Bacteroidales bacterium UBA2800
GCA_002351805.1	Bacteroidales bacterium UBA2805
GCA_002351585.1	Bacteroidales bacterium UBA2817
GCA_002351225.1	Bacteroidales bacterium UBA2827
GCA_002351345.1	Bacteroidales bacterium UBA2832
GCA_002350995.1	Bacteroidales bacterium UBA2840
GCA_002350615.1	Bacteroidales bacterium UBA2861
GCA_002350585.1	Bacteroidales bacterium UBA2863
GCA_002349815.1	Bacteroidales bacterium UBA2884
GCA_002349945.1	Bacteroidales bacterium UBA2910
GCA_002349445.1	Bacteroidales bacterium UBA2914
GCA_002349205.1	Bacteroidales bacterium UBA2930
GCA_002349215.1	Bacteroidales bacterium UBA2933
GCA_002349055.1	Bacteroidales bacterium UBA2939
GCA_002367095.1	Bacteroidales bacterium UBA3052
GCA_002367005.1	Bacteroidales bacterium UBA3053
GCA_002366915.1	Bacteroidales bacterium UBA3057
GCA_002367495.1	Bacteroidales bacterium UBA3058
GCA_002364735.1	Bacteroidales bacterium UBA3143
GCA_002361625.1	Bacteroidales bacterium UBA3289
GCA_002361615.1	Bacteroidales bacterium UBA3290
GCA_002361565.1	Bacteroidales bacterium UBA3292
GCA_002362105.1	Bacteroidales bacterium UBA3297
GCA_002362025.1	Bacteroidales bacterium UBA3300
GCA_002358965.1	Bacteroidales bacterium UBA3382
GCA_002358855.1	Bacteroidales bacterium UBA3388
GCA_002358835.1	Bacteroidales bacterium UBA3389
GCA_002376785.1	Bacteroidales bacterium UBA3539
GCA_002376755.1	Bacteroidales bacterium UBA3540
GCA_002376565.1	Bacteroidales bacterium UBA3542
GCA_002376715.1	Bacteroidales bacterium UBA3543
GCA_002373715.1	Bacteroidales bacterium UBA3623
GCA_002373995.1	Bacteroidales bacterium UBA3630
GCA_002373885.1	Bacteroidales bacterium UBA3642
GCA_002373315.1	Bacteroidales bacterium UBA3651
GCA_002373505.1	Bacteroidales bacterium UBA3653
GCA_002373445.1	Bacteroidales bacterium UBA3657
GCA_002373755.1	Bacteroidales bacterium UBA3663
GCA_002373075.1	Bacteroidales bacterium UBA3672
GCA_002372225.1	Bacteroidales bacterium UBA3679
GCA_002371535.1	Bacteroidales bacterium UBA3681
GCA_002372855.1	Bacteroidales bacterium UBA3684
GCA_002372195.1	Bacteroidales bacterium UBA3688
GCA_002371455.1	Bacteroidales bacterium UBA3694
GCA_002372135.1	Bacteroidales bacterium UBA3696
GCA_002372015.1	Bacteroidales bacterium UBA3709
GCA_002372695.1	Bacteroidales bacterium UBA3717
GCA_002371315.1	Bacteroidales bacterium UBA3724
GCA_002371865.1	Bacteroidales bacterium UBA3725
GCA_002371855.1	Bacteroidales bacterium UBA3727
GCA_002371785.1	Bacteroidales bacterium UBA3742
GCA_002371265.1	Bacteroidales bacterium UBA3743
GCA_002372425.1	Bacteroidales bacterium UBA3745
GCA_002372395.1	Bacteroidales bacterium UBA3747
GCA_002372355.1	Bacteroidales bacterium UBA3748
GCA_002371705.1	Bacteroidales bacterium UBA3754
GCA_002371175.1	Bacteroidales bacterium UBA3759
GCA_002372295.1	Bacteroidales bacterium UBA3763
GCA_002371115.1	Bacteroidales bacterium UBA3764
GCA_002369455.1	Bacteroidales bacterium UBA3784
GCA_002369465.1	Bacteroidales bacterium UBA3787
GCA_002369835.1	Bacteroidales bacterium UBA3794
GCA_002373035.1	Bacteroidales bacterium UBA3799
GCA_002369075.1	Bacteroidales bacterium UBA3808
GCA_002369015.1	Bacteroidales bacterium UBA3809
GCA_002368645.1	Bacteroidales bacterium UBA3810
GCA_002368955.1	Bacteroidales bacterium UBA3816
GCA_002393195.1	Bacteroidales bacterium UBA3824
GCA_002393005.1	Bacteroidales bacterium UBA3831
GCA_002392965.1	Bacteroidales bacterium UBA3834
GCA_002392905.1	Bacteroidales bacterium UBA3842
GCA_002392745.1	Bacteroidales bacterium UBA3843
GCA_002392915.1	Bacteroidales bacterium UBA3844
GCA_002392525.1	Bacteroidales bacterium UBA3856
GCA_002392445.1	Bacteroidales bacterium UBA3860
GCA_002392325.1	Bacteroidales bacterium UBA3868
GCA_002391485.1	Bacteroidales bacterium UBA3911
GCA_002391355.1	Bacteroidales bacterium UBA3916
GCA_002383485.1	Bacteroidales bacterium UBA4070
GCA_002383425.1	Bacteroidales bacterium UBA4073
GCA_002381645.1	Bacteroidales bacterium UBA4116
GCA_002380925.1	Bacteroidales bacterium UBA4133
GCA_002379905.1	Bacteroidales bacterium UBA4173
GCA_002379885.1	Bacteroidales bacterium UBA4174
GCA_002379845.1	Bacteroidales bacterium UBA4176
GCA_002379805.1	Bacteroidales bacterium UBA4178
GCA_002381125.1	Bacteroidales bacterium UBA4179
GCA_002380425.1	Bacteroidales bacterium UBA4181
GCA_002379745.1	Bacteroidales bacterium UBA4182
GCA_002379755.1	Bacteroidales bacterium UBA4183
GCA_002380375.1	Bacteroidales bacterium UBA4187
GCA_002379675.1	Bacteroidales bacterium UBA4188
GCA_002379665.1	Bacteroidales bacterium UBA4190
GCA_002381415.1	Bacteroidales bacterium UBA4220
GCA_002395625.1	Bacteroidales bacterium UBA4227
GCA_002395605.1	Bacteroidales bacterium UBA4230
GCA_002396335.1	Bacteroidales bacterium UBA4231
GCA_002395565.1	Bacteroidales bacterium UBA4236
GCA_002396205.1	Bacteroidales bacterium UBA4243
GCA_002396195.1	Bacteroidales bacterium UBA4254
GCA_002395125.1	Bacteroidales bacterium UBA4269
GCA_002395925.1	Bacteroidales bacterium UBA4284
GCA_002394915.1	Bacteroidales bacterium UBA4287
GCA_002395835.1	Bacteroidales bacterium UBA4293
GCA_002395805.1	Bacteroidales bacterium UBA4295
GCA_002394835.1	Bacteroidales bacterium UBA4298
GCA_002394745.1	Bacteroidales bacterium UBA4305
GCA_002393895.1	Bacteroidales bacterium UBA4318
GCA_002394445.1	Bacteroidales bacterium UBA4325
GCA_002394395.1	Bacteroidales bacterium UBA4331
GCA_002394335.1	Bacteroidales bacterium UBA4333
GCA_002396385.1	Bacteroidales bacterium UBA4345
GCA_002394185.1	Bacteroidales bacterium UBA4347
GCA_002394115.1	Bacteroidales bacterium UBA4351
GCA_002394025.1	Bacteroidales bacterium UBA4353
GCA_002393655.1	Bacteroidales bacterium UBA4357
GCA_002393945.1	Bacteroidales bacterium UBA4360
GCA_002393965.1	Bacteroidales bacterium UBA4363
GCA_002391345.1	Bacteroidales bacterium UBA4369
GCA_002389705.1	Bacteroidales bacterium UBA4417
GCA_002389465.1	Bacteroidales bacterium UBA4459
GCA_002387325.1	Bacteroidales bacterium UBA4621
GCA_002406155.1	Bacteroidales bacterium UBA4624
GCA_002405855.1	Bacteroidales bacterium UBA4639
GCA_002405715.1	Bacteroidales bacterium UBA4646
GCA_002405655.1	Bacteroidales bacterium UBA4649
GCA_002405215.1	Bacteroidales bacterium UBA4672
GCA_002405155.1	Bacteroidales bacterium UBA4676
GCA_002404975.1	Bacteroidales bacterium UBA4685
GCA_002406225.1	Bacteroidales bacterium UBA4687
GCA_002404915.1	Bacteroidales bacterium UBA4690
GCA_002404525.1	Bacteroidales bacterium UBA4710
GCA_002403305.1	Bacteroidales bacterium UBA4772
GCA_002402965.1	Bacteroidales bacterium UBA4788
GCA_002402645.1	Bacteroidales bacterium UBA4805
GCA_002402465.1	Bacteroidales bacterium UBA4814
GCA_002399885.1	Bacteroidales bacterium UBA4850
GCA_002399585.1	Bacteroidales bacterium UBA4865
GCA_002399565.1	Bacteroidales bacterium UBA4866
GCA_002399025.1	Bacteroidales bacterium UBA4893
GCA_002398875.1	Bacteroidales bacterium UBA4912
GCA_002397795.1	Bacteroidales bacterium UBA4930
GCA_002397685.1	Bacteroidales bacterium UBA4935
GCA_002396935.1	Bacteroidales bacterium UBA4989
GCA_002415855.1	Bacteroidales bacterium UBA5072
GCA_002412885.1	Bacteroidales bacterium UBA5197
GCA_002412745.1	Bacteroidales bacterium UBA5204
GCA_002412705.1	Bacteroidales bacterium UBA5206
GCA_002412425.1	Bacteroidales bacterium UBA5219
GCA_002409325.1	Bacteroidales bacterium UBA5226
GCA_002409175.1	Bacteroidales bacterium UBA5233
GCA_002409145.1	Bacteroidales bacterium UBA5235
GCA_002408835.1	Bacteroidales bacterium UBA5249
GCA_002410635.1	Bacteroidales bacterium UBA5256
GCA_002408645.1	Bacteroidales bacterium UBA5261
GCA_002411545.1	Bacteroidales bacterium UBA5266
GCA_002411505.1	Bacteroidales bacterium UBA5269
GCA_002411485.1	Bacteroidales bacterium UBA5271
GCA_002410555.1	Bacteroidales bacterium UBA5281
GCA_002411345.1	Bacteroidales bacterium UBA5287
GCA_002410465.1	Bacteroidales bacterium UBA5291
GCA_002408355.1	Bacteroidales bacterium UBA5299
GCA_002411245.1	Bacteroidales bacterium UBA5308
GCA_002410265.1	Bacteroidales bacterium UBA5320
GCA_002408205.1	Bacteroidales bacterium UBA5326
GCA_002408065.1	Bacteroidales bacterium UBA5342
GCA_002410065.1	Bacteroidales bacterium UBA5349
GCA_002410055.1	Bacteroidales bacterium UBA5351
GCA_002407855.1	Bacteroidales bacterium UBA5371
GCA_002409765.1	Bacteroidales bacterium UBA5381
GCA_002409745.1	Bacteroidales bacterium UBA5382
GCA_002409665.1	Bacteroidales bacterium UBA5403
GCA_002407685.1	Bacteroidales bacterium UBA5405
GCA_002427605.1	Bacteroidales bacterium UBA5429
GCA_002427525.1	Bacteroidales bacterium UBA5433
GCA_002426565.1	Bacteroidales bacterium UBA5445
GCA_002427285.1	Bacteroidales bacterium UBA5458
GCA_002424235.1	Bacteroidales bacterium UBA5464
GCA_002426485.1	Bacteroidales bacterium UBA5466
GCA_002424205.1	Bacteroidales bacterium UBA5469
GCA_002424155.1	Bacteroidales bacterium UBA5476
GCA_002424135.1	Bacteroidales bacterium UBA5479
GCA_002426385.1	Bacteroidales bacterium UBA5487
GCA_002426265.1	Bacteroidales bacterium UBA5501
GCA_002426195.1	Bacteroidales bacterium UBA5507
GCA_002426945.1	Bacteroidales bacterium UBA5508
GCA_002423895.1	Bacteroidales bacterium UBA5515
GCA_002426795.1	Bacteroidales bacterium UBA5536
GCA_002426025.1	Bacteroidales bacterium UBA5537
GCA_002425985.1	Bacteroidales bacterium UBA5541
GCA_002425935.1	Bacteroidales bacterium UBA5548
GCA_002424525.1	Bacteroidales bacterium UBA5621
GCA_002419425.1	Bacteroidales bacterium UBA5733
GCA_002419345.1	Bacteroidales bacterium UBA5737
GCA_002418865.1	Bacteroidales bacterium UBA5762
GCA_002418645.1	Bacteroidales bacterium UBA5773
GCA_002417705.1	Bacteroidales bacterium UBA5822
GCA_002433025.1	Bacteroidales bacterium UBA5833
GCA_002432315.1	Bacteroidales bacterium UBA5839
GCA_002431665.1	Bacteroidales bacterium UBA5843
GCA_002431595.1	Bacteroidales bacterium UBA5854
GCA_002432165.1	Bacteroidales bacterium UBA5855
GCA_002431465.1	Bacteroidales bacterium UBA5882
GCA_002431435.1	Bacteroidales bacterium UBA5883
GCA_002432005.1	Bacteroidales bacterium UBA5889
GCA_002431325.1	Bacteroidales bacterium UBA5898
GCA_002431165.1	Bacteroidales bacterium UBA5918
GCA_002428105.1	Bacteroidales bacterium UBA6013
GCA_002428785.1	Bacteroidales bacterium UBA6074
GCA_002428635.1	Bacteroidales bacterium UBA6088
GCA_002428385.1	Bacteroidales bacterium UBA6117
GCA_002422725.1	Bacteroidales bacterium UBA6192
GCA_002421995.1	Bacteroidales bacterium UBA6207
GCA_002440975.1	Bacteroidales bacterium UBA6229
GCA_002440885.1	Bacteroidales bacterium UBA6244
GCA_002441345.1	Bacteroidales bacterium UBA6248
GCA_002441215.1	Bacteroidales bacterium UBA6254
GCA_002440745.1	Bacteroidales bacterium UBA6267
GCA_002438045.1	Bacteroidales bacterium UBA6333
GCA_002438965.1	Bacteroidales bacterium UBA6336
GCA_002440265.1	Bacteroidales bacterium UBA6340
GCA_002437985.1	Bacteroidales bacterium UBA6341
GCA_002437995.1	Bacteroidales bacterium UBA6342
GCA_002437965.1	Bacteroidales bacterium UBA6344
GCA_002438905.1	Bacteroidales bacterium UBA6346
GCA_002440085.1	Bacteroidales bacterium UBA6360
GCA_002437765.1	Bacteroidales bacterium UBA6365
GCA_002438845.1	Bacteroidales bacterium UBA6366
GCA_002439975.1	Bacteroidales bacterium UBA6374
GCA_002438805.1	Bacteroidales bacterium UBA6377
GCA_002438745.1	Bacteroidales bacterium UBA6384
GCA_002437545.1	Bacteroidales bacterium UBA6391
GCA_002438655.1	Bacteroidales bacterium UBA6394
GCA_002439885.1	Bacteroidales bacterium UBA6395
GCA_002439875.1	Bacteroidales bacterium UBA6397
GCA_002438635.1	Bacteroidales bacterium UBA6401
GCA_002437465.1	Bacteroidales bacterium UBA6402
GCA_002439815.1	Bacteroidales bacterium UBA6405
GCA_002439805.1	Bacteroidales bacterium UBA6408
GCA_002439635.1	Bacteroidales bacterium UBA6426
GCA_002437305.1	Bacteroidales bacterium UBA6428
GCA_002439095.1	Bacteroidales bacterium UBA6431
GCA_002441875.1	Bacteroidales bacterium UBA6432
GCA_002437155.1	Bacteroidales bacterium UBA6437
GCA_002439585.1	Bacteroidales bacterium UBA6445
GCA_002436985.1	Bacteroidales bacterium UBA6457
GCA_002436845.1	Bacteroidales bacterium UBA6464
GCA_002436635.1	Bacteroidales bacterium UBA6474
GCA_002454955.1	Bacteroidales bacterium UBA6680
GCA_002452095.1	Bacteroidales bacterium UBA6828
GCA_002449455.1	Bacteroidales bacterium UBA6833
GCA_002449415.1	Bacteroidales bacterium UBA6837
GCA_002451875.1	Bacteroidales bacterium UBA6841
GCA_002451835.1	Bacteroidales bacterium UBA6843
GCA_002451795.1	Bacteroidales bacterium UBA6851
GCA_002451615.1	Bacteroidales bacterium UBA6862
GCA_002449225.1	Bacteroidales bacterium UBA6871
GCA_002451455.1	Bacteroidales bacterium UBA6878
GCA_002449105.1	Bacteroidales bacterium UBA6884
GCA_002449095.1	Bacteroidales bacterium UBA6885
GCA_002451355.1	Bacteroidales bacterium UBA6887
GCA_002450125.1	Bacteroidales bacterium UBA6978
GCA_002450025.1	Bacteroidales bacterium UBA6983
GCA_002449945.1	Bacteroidales bacterium UBA6990
GCA_002449735.1	Bacteroidales bacterium UBA7005
GCA_002449665.1	Bacteroidales bacterium UBA7009
GCA_002449495.1	Bacteroidales bacterium UBA7021
GCA_002449505.1	Bacteroidales bacterium UBA7022
GCA_002494185.1	Bacteroidales bacterium UBA7024
GCA_002298075.1	Bacteroidales bacterium UBA714
GCA_002472565.1	Bacteroidales bacterium UBA7258
GCA_002472495.1	Bacteroidales bacterium UBA7268
GCA_002472455.1	Bacteroidales bacterium UBA7271
GCA_002472185.1	Bacteroidales bacterium UBA7284
GCA_002472005.1	Bacteroidales bacterium UBA7293
GCA_002297355.1	Bacteroidales bacterium UBA747
GCA_002479205.1	Bacteroidales bacterium UBA7547
GCA_002297815.1	Bacteroidales bacterium UBA755
GCA_002478105.1	Bacteroidales bacterium UBA7553
GCA_002478025.1	Bacteroidales bacterium UBA7560
GCA_002479065.1	Bacteroidales bacterium UBA7565
GCA_002476645.1	Bacteroidales bacterium UBA7566
GCA_002477945.1	Bacteroidales bacterium UBA7569
GCA_002479035.1	Bacteroidales bacterium UBA7574
GCA_002476535.1	Bacteroidales bacterium UBA7582
GCA_002478995.1	Bacteroidales bacterium UBA7587
GCA_002478905.1	Bacteroidales bacterium UBA7591
GCA_002297225.1	Bacteroidales bacterium UBA760
GCA_002297685.1	Bacteroidales bacterium UBA763
GCA_002483635.1	Bacteroidales bacterium UBA7647
GCA_002483585.1	Bacteroidales bacterium UBA7650
GCA_002298405.1	Bacteroidales bacterium UBA769
GCA_002482475.1	Bacteroidales bacterium UBA7705
GCA_002481965.1	Bacteroidales bacterium UBA7731
GCA_002297165.1	Bacteroidales bacterium UBA774
GCA_002481465.1	Bacteroidales bacterium UBA7755
GCA_002481205.1	Bacteroidales bacterium UBA7769
GCA_002297085.1	Bacteroidales bacterium UBA777
GCA_002481025.1	Bacteroidales bacterium UBA7776
GCA_002480805.1	Bacteroidales bacterium UBA7789
GCA_002293585.1	Bacteroidales bacterium UBA932
GCA_002359135.1	Bacteroides barnesiae
GCA_002414105.1	Bacteroides cellulosilyticus
GCA_002298865.1	Bacteroides coprophilus
GCA_002338925.1	Bacteroides dorei
GCA_002320205.1	Bacteroides fragilis
GCA_002380355.1	Bacteroides graminisolvens
GCA_002379765.1	Bacteroides graminisolvens
GCA_002399725.1	Bacteroides paurosaccharolyticus
GCA_002307035.1	Bacteroides sp. UBA1317
GCA_002329165.1	Bacteroides sp. UBA1451
GCA_002315285.1	Bacteroides sp. UBA1773
GCA_002358485.1	Bacteroides sp. UBA3406
GCA_002492785.1	Bacteroides sp. UBA7052
GCA_002493165.1	Bacteroides sp. UBA7116
GCA_002491635.1	Bacteroides sp. UBA7156
GCA_002471195.1	Bacteroides sp. UBA7333
GCA_002471185.1	Bacteroides sp. UBA7335
GCA_002293435.1	Bacteroides sp. UBA939
GCA_002320565.1	Bacteroides uniformis
GCA_002493975.1	Bacteroides vulgatus
GCA_002307135.1	Bacteroidetes bacterium UBA1312
GCA_002338335.1	Bacteroidetes bacterium UBA1860
GCA_002337045.1	Bacteroidetes bacterium UBA1935
GCA_002336805.1	Bacteroidetes bacterium UBA1941
GCA_002336915.1	Bacteroidetes bacterium UBA1947
GCA_002336725.1	Bacteroidetes bacterium UBA1952
GCA_002333175.1	Bacteroidetes bacterium UBA2024
GCA_002347985.1	Bacteroidetes bacterium UBA2234
GCA_002345145.1	Bacteroidetes bacterium UBA2322
GCA_002344945.1	Bacteroidetes bacterium UBA2331
GCA_002344655.1	Bacteroidetes bacterium UBA2347
