genome_name	original_name	genome_size	completeness	redundancy	taxonomy	gtdb_taxonomy	filename
bacteria11342	GCA_002307245.1	 4.1	82.84057614686417	3.4482758620689653	Spirochaetaceae bacterium UBA1306	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__;s__	bacteria11342.fna
bacteria11343	GCA_002307275.1	 3.8	88.03131991051454	1.0677242220866383	Hungateiclostridiaceae bacterium UBA1305	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__;s__	bacteria11343.fna
bacteria11556	GCA_002312915.1	2.84	92.25806451612904	2.4731182795698925	Syntrophaceae bacterium UBA1164	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	bacteria11556.fna
bacteria11782	GCA_002319915.1	3.77	93.47089947089948	2.1587301587301586	Bacteroidales bacterium UBA1800	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	bacteria11782.fna
bacteria11886	GCA_002322035.1	2.35	85.16129032258064	0.6451612903225806	Geobacter sp. UBA1603	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	bacteria11886.fna
bacteria11908	GCA_002322475.1	 3.6	85.58052434456928	0.06609385327164573	Elusimicrobia bacterium UBA1565	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA1565;s__	bacteria11908.fna
bacteria12041	GCA_002327225.1	2.46	58.771929824561404	1.7543859649122806	Desulfobulbaceae bacterium UBA2213	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	bacteria12041.fna
bacteria12051	GCA_002327415.1	1.75	76.9610855094726	2.5806451612903225	Smithella sp. UBA2180	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria12051.fna
bacteria12076	GCA_002327925.1	2.81	77.98165137614679	0.1834862385321101	Anaerolineales bacterium UBA2200	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__	bacteria12076.fna
bacteria12079	GCA_002327985.1	3.98	93.2258064516129	1.2903225806451613	Syntrophaceae bacterium UBA2188	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	bacteria12079.fna
bacteria12088	GCA_002328165.1	2.94	96.45161290322581	0.6451612903225806	Desulfobacteraceae bacterium UBA2156	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__	bacteria12088.fna
bacteria12104	GCA_002328485.1	2.19	77.54435107376284	1.680672268907563	Deltaproteobacteria bacterium UBA2221	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__;g__;s__	bacteria12104.fna
bacteria12131	GCA_002329025.1	2.98	95.16129032258064	0.6451612903225806	Desulfobacteraceae bacterium UBA2130	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__	bacteria12131.fna
bacteria12162	GCA_002329645.1	2.91	94.21840044742729	4.642058165548098	Lachnoclostridium sp. UBA1434	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__	bacteria12162.fna
bacteria12556	GCA_002340985.1	3.24	97.66899766899766	1.3986013986013985	Firmicutes bacterium UBA2530	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	bacteria12556.fna
bacteria12786	GCA_002345625.1	2.41	70.25089605734767	1.935483870967742	Desulfuromonadaceae bacterium UBA2294	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__	bacteria12786.fna
bacteria12801	GCA_002345925.1	2.47	90.20833333333333	1.8055555555555558	Actinobacteria bacterium UBA2286	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2286;s__	bacteria12801.fna
bacteria12864	GCA_002347185.1	2.85	89.16446208112876	4.9603174603174605	Desulfobulbaceae bacterium UBA2262	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__	bacteria12864.fna
bacteria12866	GCA_002347225.1	 3.1	73.6842105263158	1.7543859649122806	Desulfobulbaceae bacterium UBA2248	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	bacteria12866.fna
bacteria12873	GCA_002347365.1	2.25	94.30555555555557	2.222222222222222	Actinobacteria bacterium UBA2279	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__;s__	bacteria12873.fna
bacteria12876	GCA_002347425.1	1.82	83.94295577839883	3.7974683544303796	Firmicutes bacterium UBA2269	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	bacteria12876.fna
bacteria12878	GCA_002347465.1	3.31	84.60061443932412	3.225806451612903	Geobacter sp. UBA2265	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	bacteria12878.fna
bacteria12889	GCA_002347685.1	3.87	96.7741935483871	5.483870967741935	Syntrophaceae bacterium UBA2280	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	bacteria12889.fna
bacteria12892	GCA_002347745.1	3.95	91.34700176366843	6.845238095238095	Desulfobulbaceae bacterium UBA2270	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	bacteria12892.fna
bacteria12896	GCA_002347815.1	2.73	94.83870967741936	3.4639016897081407	Syntrophaceae bacterium UBA2251	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	bacteria12896.fna
bacteria12907	GCA_002348045.1	3.61	88.23093318506163	4.770642201834862	Anaerolineales bacterium UBA2232	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__	bacteria12907.fna
bacteria13121	GCA_002352445.1	4.21	89.47310405643739	2.6785714285714284	Desulfobulbaceae bacterium UBA2775	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2775;s__	bacteria13121.fna
bacteria13733	GCA_002367115.1	4.32	97.79310344827587	4.466338259441708	Clostridium tunisiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__	bacteria13733.fna
bacteria13742	GCA_002367305.1	1.67	72.22222222222223	1.111111111111111	Actinobacteria bacterium UBA3086	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__	bacteria13742.fna
bacteria14020	GCA_002375855.1	 3.8	98.32214765100672	1.342281879194631	Clostridiales bacterium UBA3578	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Ruminiclostridium;s__	bacteria14020.fna
bacteria14048	GCA_002376415.1	2.84	89.70571095571096	1.048951048951049	Clostridiales bacterium UBA3582	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Ruminiclostridiaceae_A;g__DTU059;s__	bacteria14048.fna
bacteria14060	GCA_002376665.1	5.51	88.64894752898108	1.45413870246085	Hungateiclostridiaceae bacterium UBA3548	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Ruminiclostridium_A;s__	bacteria14060.fna
bacteria14247	GCA_002380735.1	3.84	85.11722731906218	3.0377166156982667	Anaerolineales bacterium UBA4142	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__	bacteria14247.fna
bacteria14256	GCA_002380925.1	2.84	68.19047619047618	2.142857142857143	Bacteroidales bacterium UBA4133	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	bacteria14256.fna
bacteria14269	GCA_002381185.1	4.32	97.66899766899766	3.1468531468531467	Firmicutes bacterium UBA3553	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	bacteria14269.fna
bacteria14303	GCA_002381895.1	3.49	94.37275985663082	6.451612903225806	Geobacter sp. UBA4078	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	bacteria14303.fna
bacteria14306	GCA_002381965.1	2.72	91.45161290322581	2.8187403993855606	Syntrophaceae bacterium UBA4065	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	bacteria14306.fna
bacteria14310	GCA_002382045.1	2.95	92.58064516129032	2.5806451612903225	Syntrophaceae bacterium UBA4059	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	bacteria14310.fna
bacteria14315	GCA_002382135.1	2.75	95.16129032258064	1.2903225806451613	Smithella sp. UBA4047	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria14315.fna
bacteria14343	GCA_002382705.1	2.34	98.2795698924731	0	Geobacter sp. UBA4057	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Pelobacter_C;s__	bacteria14343.fna
bacteria14344	GCA_002382725.1	3.28	71.9298245614035	1.7543859649122806	Desulfobulbaceae bacterium UBA4056	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	bacteria14344.fna
bacteria14346	GCA_002382755.1	1.82	85.03164556962025	0	Firmicutes bacterium UBA4049	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	bacteria14346.fna
bacteria14347	GCA_002382785.1	2.49	90.13605442176869	1.318027210884354	Desulfosporosinus sp. UBA4048	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	bacteria14347.fna
bacteria14368	GCA_002383325.1	3.49	85.34781576448243	3.8461538461538463	Candidatus Aminicenantes bacterium UBA4085	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	bacteria14368.fna
bacteria14523	GCA_002386685.1	4.17	98.36829836829837	3.8461538461538463	Firmicutes bacterium UBA4599	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	bacteria14523.fna
bacteria14584	GCA_002387895.1	4.16	97.79310344827587	5.845648604269294	Clostridium sp. UBA4548	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__	bacteria14584.fna
bacteria15035	GCA_002396925.1	3.18	97.48299319727892	3.91156462585034	Syntrophomonas sp. UBA4990	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15035.fna
bacteria15050	GCA_002397225.1	2.93	93.73542274052478	2.083333333333333	Syntrophomonas sp. UBA4968	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15050.fna
bacteria15087	GCA_002397955.1	1.83	96.61016949152543	1.694915254237288	Synergistaceae bacterium UBA4921	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	bacteria15087.fna
bacteria15094	GCA_002398105.1	3.01	95.5952380952381	1.7431972789115644	Syntrophomonas sp. UBA4911	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15094.fna
bacteria15105	GCA_002398325.1	3.38	83.80102040816327	2.6955782312925174	Syntrophomonas sp. UBA4894	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	bacteria15105.fna
bacteria15146	GCA_002399145.1	2.99	91.38605442176872	2.8486394557823127	Syntrophomonas sp. UBA4889	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15146.fna
bacteria15155	GCA_002399315.1	2.88	77.37216864767885	2.8656462585034017	Syntrophomonas sp. UBA4878	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	bacteria15155.fna
bacteria15189	GCA_002400005.1	3.19	97.80855199222546	3.954081632653061	Syntrophomonas sp. UBA4844	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15189.fna
bacteria15208	GCA_002400365.1	 4.4	89.90825688073394	2.9561671763506627	Anaerolineales bacterium UBA4826	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__	bacteria15208.fna
bacteria15219	GCA_002402385.1	3.92	83.87096774193549	1.2903225806451613	Syntrophaceae bacterium UBA4816	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__	bacteria15219.fna
bacteria15227	GCA_002402545.1	2.31	81.84229390681003	0	Syntrophaceae bacterium UBA4810	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	bacteria15227.fna
bacteria15247	GCA_002402945.1	1.93	91.47884343213893	2.305605786618445	Pelotomaculum sp. UBA4789	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__;s__	bacteria15247.fna
bacteria15258	GCA_002403175.1	3.44	84.69534050179212	5.645161290322581	Syntrophaceae bacterium UBA4778	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	bacteria15258.fna
bacteria15291	GCA_002403815.1	3.84	90.55636540330417	1.092687074829932	Desulfosporosinus sp. UBA4745	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	bacteria15291.fna
bacteria15310	GCA_002404215.1	 2.9	83.8188682066233	2.457482993197279	Desulfosporosinus sp. UBA4726	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	bacteria15310.fna
bacteria15437	GCA_002407865.1	3.41	86.7061226942258	2.247191011235955	Spirochaetia bacterium UBA5368	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__;g__;s__	bacteria15437.fna
bacteria15457	GCA_002408285.1	2.72	96.1643586005831	6.231778425655977	Peptococcaceae bacterium UBA5318	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__;s__	bacteria15457.fna
bacteria15458	GCA_002408305.1	3.09	96.3265306122449	3.6989795918367347	Syntrophomonas sp. UBA5316	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15458.fna
bacteria15465	GCA_002408445.1	2.92	87.23639455782315	1.403061224489796	Syntrophomonas sp. UBA5288	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	bacteria15465.fna
bacteria15477	GCA_002408685.1	1.78	88.8135593220339	0	Synergistaceae bacterium UBA5258	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	bacteria15477.fna
bacteria15487	GCA_002408885.1	3.61	81.58049353701527	2.364864864864865	Lentisphaeria bacterium UBA5247	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1784;f__UBA1784;g__;s__	bacteria15487.fna
bacteria15490	GCA_002408935.1	3.19	97.1550048590865	4.931972789115646	Syntrophomonas sp. UBA5246	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15490.fna
bacteria15495	GCA_002409045.1	1.76	84.02670775552131	0	Synergistaceae bacterium UBA5240	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	bacteria15495.fna
bacteria15534	GCA_002409825.1	   3	91.41483516483515	1.4880952380952381	Syntrophomonas sp. UBA5373	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15534.fna
bacteria15553	GCA_002410205.1	1.78	82.12634822804314	3.5439137134052388	Synergistaceae bacterium UBA5331	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	bacteria15553.fna
bacteria15559	GCA_002410325.1	4.01	99.21768707482994	4.413265306122449	Syntrophomonas sp. UBA5314	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	bacteria15559.fna
bacteria15587	GCA_002410865.1	2.95	75.91836734693878	1.9982993197278909	Syntrophomonas sp. UBA5380	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	bacteria15587.fna
bacteria15609	GCA_002411325.1	3.25	96.51930552440756	3.103741496598639	Syntrophomonas sp. UBA5298	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15609.fna
bacteria15632	GCA_002412435.1	3.18	96.99222546161322	3.52891156462585	Syntrophomonas sp. UBA5221	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria15632.fna
bacteria15636	GCA_002412505.1	3.77	77.2792141599481	1.1213047910295617	Anaerolineales bacterium UBA5215	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__	bacteria15636.fna
bacteria15646	GCA_002412715.1	 3.7	90.3225806451613	3.5483870967741935	Deltaproteobacteria bacterium UBA5205	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__	bacteria15646.fna
bacteria15651	GCA_002412825.1	3.46	98.85057471264368	2.2988505747126435	Spirochaetaceae bacterium UBA5200	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA5200;s__	bacteria15651.fna
bacteria15658	GCA_002412965.1	4.12	98.14814814814814	0	Desulfomicrobium sp. UBA5193	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__	bacteria15658.fna
bacteria15664	GCA_002413075.1	3.04	89.8955296404276	0.8630952380952379	Desulfosporosinus sp. UBA5188	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	bacteria15664.fna
bacteria15672	GCA_002413245.1	3.24	82.40099611273081	0.7993197278911565	Desulfosporosinus sp. UBA5179	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	bacteria15672.fna
bacteria15722	GCA_002414225.1	3.53	95.45068027210884	0.5952380952380952	Desulfobulbaceae bacterium UBA5121	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__	bacteria15722.fna
bacteria15783	GCA_002415465.1	2.28	74.85670194003528	1.6581632653061225	Desulfobulbaceae bacterium UBA5123	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__	bacteria15783.fna
bacteria15803	GCA_002415855.1	4.51	93.47089947089948	3.841269841269841	Bacteroidales bacterium UBA5072	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	bacteria15803.fna
bacteria15853	GCA_002418185.1	2.48	92.66513056835637	2.2580645161290325	Deltaproteobacteria bacterium UBA5799	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__;s__	bacteria15853.fna
bacteria15873	GCA_002418585.1	2.55	84.28048142333857	2.729591836734694	Desulfosporosinus sp. UBA5775	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	bacteria15873.fna
bacteria15885	GCA_002418825.1	2.12	77.41935483870968	3.225806451612903	Syntrophaceae bacterium UBA5764	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	bacteria15885.fna
bacteria15886	GCA_002418835.1	4.44	83.14606741573034	1.1235955056179776	Spirochaetia bacterium UBA5763	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__	bacteria15886.fna
bacteria15893	GCA_002418985.1	3.42	95.3763440860215	3.225806451612903	Deltaproteobacteria bacterium UBA5756	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__	bacteria15893.fna
bacteria15898	GCA_002419085.1	3.16	75.43859649122807	1.7543859649122806	Desulfobulbaceae bacterium UBA5750	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	bacteria15898.fna
bacteria15914	GCA_002419385.1	3.08	84.19354838709677	1.935483870967742	Geobacter sp. UBA5735	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	bacteria15914.fna
bacteria15920	GCA_002419525.1	2.56	83.82488479262675	1.935483870967742	Syntrophaceae bacterium UBA5726	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__	bacteria15920.fna
bacteria15924	GCA_002419605.1	2.33	73.05478750640042	1.2903225806451613	Smithella sp. UBA5724	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria15924.fna
bacteria15970	GCA_002420525.1	2.88	95.16129032258064	0.6451612903225806	Desulfobacteraceae bacterium UBA5681	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__	bacteria15970.fna
bacteria16029	GCA_002421695.1	2.68	81.76139272913467	1.2903225806451613	Smithella sp. UBA6208	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	bacteria16029.fna
bacteria16068	GCA_002422465.1	 2.8	91.9551749271137	4.944727891156463	Peptococcaceae bacterium UBA6129	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__;s__	bacteria16068.fna
bacteria16099	GCA_002423105.1	3.55	79.82456140350877	0	Geobacter sp. UBA6151	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Geobacter_C;s__	bacteria16099.fna
bacteria16125	GCA_002423615.1	3.66	93.54838709677419	2.956989247311828	Desulfobacteraceae bacterium UBA5616	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	bacteria16125.fna
bacteria16132	GCA_002423765.1	3.99	92.00903263403264	3.8461538461538463	Firmicutes bacterium UBA5526	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	bacteria16132.fna
bacteria16150	GCA_002424125.1	3.05	92.84863945578232	3.656462585034014	Syntrophomonas sp. UBA5481	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria16150.fna
bacteria16176	GCA_002424635.1	2.95	70.17543859649123	0.8771929824561403	Desulfobulbaceae bacterium UBA5611	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	bacteria16176.fna
bacteria16238	GCA_002425885.1	4.11	86.51685393258427	0	Spirochaetia bacterium UBA5550	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__	bacteria16238.fna
bacteria16256	GCA_002426245.1	3.05	95.27089407191447	2.7636054421768708	Syntrophomonas sp. UBA5504	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria16256.fna
bacteria16275	GCA_002426625.1	3.09	94.68742991702176	2.5935374149659864	Syntrophomonas sp. UBA5443	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	bacteria16275.fna
bacteria16369	GCA_002428495.1	2.15	100	0	Synergistaceae bacterium UBA6101	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	bacteria16369.fna
bacteria16379	GCA_002428705.1	4.54	100	0	Desulfovibrio sp. UBA6079	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	bacteria16379.fna
bacteria16382	GCA_002428765.1	 2.3	84.52380952380952	1.4200680272108843	Desulfosporosinus sp. UBA6075	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	bacteria16382.fna
bacteria16593	GCA_002432985.1	3.34	84.47516641065029	3.225806451612903	Syntrophaceae bacterium UBA5828	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__	bacteria16593.fna
bacteria16738	GCA_002435875.1	2.89	83.85321100917432	2.477064220183486	Anaerolineales bacterium UBA6131	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__	bacteria16738.fna
bacteria17013	GCA_002441385.1	2.08	89.71518987341773	1.3808975834292287	Firmicutes bacterium UBA6245	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__	bacteria17013.fna
bacteria17128	GCA_002448235.1	3.77	92.25806451612904	1.2903225806451613	Syntrophaceae bacterium UBA6087	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	bacteria17128.fna
bacteria17162	GCA_002448905.1	3.49	94.9546485260771	1.7857142857142858	Desulfobulbaceae bacterium UBA6913	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__	bacteria17162.fna
