genome_name	taxonomy
GCA_001605055.1	Bordetella pertussis 
GCA_001605075.1	Bordetella pertussis 
GCA_001605095.1	Bordetella pertussis 
GCA_001605115.1	Bordetella pertussis 
GCA_001605135.1	Bordetella pertussis 
GCA_001605155.1	Bordetella pertussis 
GCA_001605175.1	Bordetella pertussis 
GCA_001605195.1	Bordetella pertussis 
GCA_001605215.1	Bordetella pertussis 
GCA_001605235.1	Bordetella pertussis 
GCA_001605255.1	Bordetella pertussis 
GCA_001605275.1	Bordetella pertussis 
GCA_001605295.1	Bordetella pertussis 
GCA_001605345.1	Bordetella pertussis 
GCA_001605365.1	Bordetella pertussis 
GCA_001605385.1	Bordetella pertussis 
GCA_001605405.1	Bordetella pertussis 
GCA_001605425.1	Bordetella pertussis 
GCA_001605445.1	Bordetella pertussis 
GCA_001605465.1	Bordetella pertussis 
GCA_001605485.1	Bordetella pertussis 
GCA_001605505.1	Bordetella pertussis 
GCA_001605525.1	Bordetella pertussis 
GCA_001605545.1	Bordetella pertussis 
GCA_001605565.1	Bordetella pertussis 
GCA_001605585.1	Bordetella pertussis 
GCA_001605605.1	Bordetella pertussis 
GCA_001605625.1	Bordetella pertussis 
GCA_001605645.1	Bordetella pertussis 
GCA_001605665.1	Bordetella pertussis 
GCA_001605685.1	Bordetella pertussis 
GCA_001605725.1	Mycobacterium immunogenum 
GCA_001605965.1	Pseudomonas koreensis 
GCA_001606005.1	Brevibacterium linens 
GCA_001606025.1	Psychrobacter alimentarius 
GCA_001606045.1	Pseudomonas aeruginosa 
GCA_001606115.1	Burkholderia cenocepacia 
GCA_001606135.1	Burkholderia cenocepacia 
GCA_001606195.1	Mycobacterium abscessus 
GCA_001606215.1	Mycobacterium abscessus 
GCA_001606235.1	Mycobacterium abscessus 
GCA_001606255.1	Mycobacterium abscessus 
GCA_001606275.1	Mycobacterium abscessus 
GCA_001606295.1	Mycobacterium abscessus 
GCA_001606315.1	Mycobacterium abscessus 
GCA_001606335.1	Mycobacterium abscessus 
GCA_001610615.1	Mycobacterium abscessus 
GCA_001610635.1	Mycobacterium abscessus 
GCA_001610655.1	Mycobacterium abscessus 
GCA_001610675.1	Mycobacterium abscessus 
GCA_001610735.1	Legionella pneumophila 
GCA_001610755.1	Escherichia coli str. Sanji 
GCA_001610775.1	Dehalococcoides mccartyi 
GCA_001610795.1	Xanthomonas fuscans subsp. aurantifolii 
GCA_001610815.1	Xanthomonas fuscans subsp. aurantifolii 
GCA_001610835.1	Planctomyces sp. SH-PL14 
GCA_001610855.1	Gemmata sp. SH-PL17 
GCA_001610875.1	Pirellula sp. SH-Sr6A 
GCA_001610895.1	Planctomyces sp. SH-PL62 
GCA_001610915.1	Xanthomonas fuscans subsp. aurantifolii 
GCA_001610935.1	Streptococcus suis 
GCA_001610955.1	Geobacillus thermoleovorans 
GCA_001610975.1	Sphingopyxis terrae NBRC 15098 
GCA_001610995.1	Sphingopyxis macrogoltabida 
GCA_001611015.1	Paraburkholderia caribensis 
GCA_001611035.1	Pediococcus damnosus 
GCA_001611075.1	Pediococcus damnosus 
GCA_001611115.1	Pediococcus damnosus 
GCA_001611135.1	Pediococcus damnosus 
GCA_001611155.1	Pediococcus damnosus 
GCA_001611275.1	Desulfuromonas sp. DDH964 
GCA_001611325.1	Staphylococcus aureus 
GCA_001611345.1	Staphylococcus aureus 
GCA_001611365.1	Staphylococcus aureus 
GCA_001611385.1	Staphylococcus aureus 
GCA_001611405.1	Staphylococcus aureus 
GCA_001611425.1	Staphylococcus aureus 
GCA_001611675.1	Pontibacter akesuensis 
GCA_001611775.1	[Haemophilus] parasuis 
GCA_001611795.1	Streptomyces sp. S10 
GCA_001611855.1	Mycobacterium sp. QIA-37 
GCA_001611865.1	Mycoplasma bovis 
GCA_001611895.1	Mycoplasma bovis 
GCA_001611935.1	Mycoplasma bovis 
GCA_001611955.1	Staphylococcus haemolyticus 
GCA_001611975.1	Haematospirillum jordaniae 
GCA_001612475.1	Escherichia coli 
GCA_001612495.1	Escherichia coli 
GCA_001612515.1	Salmonella enterica subsp. enterica serovar Weltevreden str. 1655 
GCA_001612555.1	Acinetobacter sp. TGL-Y2 
GCA_001612705.2	Pseudomonas fluorescens 
GCA_001617525.2	Lactobacillus plantarum 
GCA_001617545.1	Acinetobacter pittii 
GCA_001617565.1	Escherichia coli 
GCA_001617585.1	Salmonella enterica subsp. enterica serovar Typhimurium 
GCA_001617605.1	Rummeliibacillus stabekisii 
GCA_001617625.1	Microbulbifer thermotolerans 
GCA_001617645.1	Enterobacter asburiae 
GCA_001618305.1	Staphylococcus aureus 
GCA_001618325.1	Escherichia coli 
GCA_001618345.2	Escherichia coli 
GCA_001618365.1	Escherichia coli 
GCA_001618465.2	Elizabethkingia anophelis 
GCA_001618505.2	Elizabethkingia anophelis 
GCA_001618545.2	Elizabethkingia anophelis 
GCA_001618665.1	Bacillus thuringiensis 
GCA_001618685.1	Geobacillus subterraneus 
GCA_001618825.1	Mesorhizobium ciceri 
GCA_001618845.1	Mesorhizobium ciceri biovar biserrulae 
GCA_001618865.1	Luteitalea pratensis 
GCA_001618885.1	Staphylococcus condimenti 
GCA_001618905.1	Lactobacillus reuteri 
GCA_001618925.1	Pseudomonas aeruginosa 
GCA_001620005.1	Rhodococcus sp. PBTS 2 
GCA_001620025.1	Rhodococcus sp. PBTS 1 
GCA_001620115.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736 
GCA_001620135.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765 
GCA_001620155.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783 
GCA_001620205.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727 
GCA_001620225.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1676 
GCA_001620245.1	Enterobacter cloacae 
GCA_001620265.1	Defluviimonas alba 
GCA_001620285.1	Streptococcus pyogenes 
GCA_001620305.1	Rhodococcus fascians D188 
GCA_001620335.2	Photorhabdus luminescens 
GCA_001623545.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677 
GCA_001623565.1	Streptococcus marmotae 
GCA_001623585.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728 
GCA_001623605.1	Enterobacter sp. ODB01 
GCA_001623625.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766 
GCA_001623645.2	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2010K-1587 
GCA_001623665.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781 
GCA_001623685.1	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702 
GCA_001623705.1	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880 
GCA_001623725.1	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1808 
GCA_001623745.2	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1810 
GCA_001623765.2	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898 
GCA_001623775.1	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059 
GCA_001623805.1	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-1640 
GCA_001623825.2	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662 
GCA_001623845.1	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896 
GCA_001628715.1	Acetobacter sp. SLV-7 
GCA_001628735.1	Bordetella pertussis 
GCA_001628755.1	Salmonella enterica subsp. diarizonae 
GCA_001628775.1	Ralstonia mannitolilytica 
GCA_001628815.1	Geobacter anodireducens 
GCA_001629705.2	Fictibacillus phosphorivorans 
GCA_001629735.1	Lysinibacillus sphaericus 
GCA_001629755.1	Salmonella enterica subsp. diarizonae 
GCA_001629775.1	Salmonella enterica subsp. diarizonae 
GCA_001632245.1	Pseudomonas aeruginosa 
GCA_001632765.1	Alteromonas stellipolaris 
GCA_001632775.1	Dokdonella koreensis DS-123 
GCA_001632805.1	Mycobacterium chelonae CCUG 47445 
GCA_001632825.1	Alteromonas stellipolaris 
GCA_001632845.1	Ectothiorhodospira sp. BSL-9 
GCA_001632865.1	Streptomyces ambofaciens 
GCA_001633145.1	Rhodovulum sulfidophilum 
GCA_001633165.1	Rhodovulum sulfidophilum DSM 1374 
GCA_001634265.1	Anoxybacillus sp. B2M1 
GCA_001634285.1	Anoxybacillus amylolyticus 
GCA_001634305.1	Anoxybacillus sp. B7M1 
GCA_001634325.1	Aeromonas veronii 
GCA_001634345.1	Aeromonas veronii 
GCA_001634365.1	Burkholderia sp. OLGA172 
GCA_001634675.1	Bacillus velezensis 
GCA_001635875.1	Enterococcus faecium 
GCA_001635895.1	Streptococcus pyogenes 
GCA_001635915.1	Bacillus cereus 
GCA_001635935.1	Streptococcus pyogenes 
GCA_001635955.1	Bacillus cereus 
GCA_001635975.1	Streptococcus pyogenes 
GCA_001635995.1	Bacillus cereus 
GCA_001636015.1	Moraxella ovis 
GCA_001636035.1	Vibrio parahaemolyticus 
GCA_001636235.1	Acinetobacter baumannii 
GCA_001636255.1	Hafnia alvei 
GCA_001636275.1	Pandoraea pnomenusa 
GCA_001636295.1	Isoptericola dokdonensis DS-3 
GCA_001636925.1	Brevundimonas sp. GW460-12-10-14-LB2 
GCA_001638825.1	Deinococcus radiodurans R1 
GCA_001638845.2	Streptococcus pyogenes 
GCA_001638925.1	Sphingomonas sp. NIC1 
GCA_001639125.1	Campylobacter coli 
GCA_001640765.1	Streptococcus suis 
GCA_001640865.1	Bacteroides dorei CL03T12C01 
GCA_001640885.1	Staphylococcus aureus 
GCA_001640905.1	Staphylococcus aureus 
GCA_001640925.1	Staphylococcus aureus 
GCA_001640965.1	Bacillus thuringiensis serovar alesti 
GCA_001640985.1	Proteus mirabilis 
GCA_001641005.1	Rathayibacter tritici 
GCA_001641025.1	Staphylococcus aureus 
GCA_001641045.1	Staphylococcus aureus 
GCA_001641185.1	Flavobacterium columnare 
GCA_001641285.1	Dyella thiooxydans 
GCA_001641305.1	Enterococcus hirae 
GCA_001641975.2	Alcaligenes faecalis 
GCA_001642085.1	Streptococcus pantholopis 
GCA_001642655.1	Clostridium tyrobutyricum 
GCA_001642675.1	Bradyrhizobium diazoefficiens USDA 110 
GCA_001642805.2	Serratia sp. YD25 
GCA_001642935.2	Fictibacillus arsenicus 
GCA_001643015.1	Corynebacterium crudilactis 
GCA_001643035.1	Corynebacterium glutamicum 
GCA_001643775.1	Denitrobacterium detoxificans 
GCA_001643955.1	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260 
GCA_001643975.1	Campylobacter hyointestinalis subsp. lawsonii 
GCA_001643995.1	Campylobacter iguaniorum 
GCA_001644565.1	Deinococcus puniceus 
GCA_001644575.1	Mycobacterium sp. YC-RL4 
GCA_001644605.1	Paenibacillus swuensis 
GCA_001644625.1	Listeria monocytogenes 
GCA_001644645.1	Flavisolibacter tropicus 
GCA_001644665.1	Fervidobacterium pennivorans 
GCA_001644685.1	Methylomonas sp. DH-1 
GCA_001644705.1	Dickeya solani IPO 2222 
GCA_001644725.1	Escherichia coli 
GCA_001644745.1	Escherichia coli 
GCA_001645235.2	Escherichia coli 
GCA_001645685.2	Bacillus muralis 
GCA_001646605.1	Clostridium butyricum 
GCA_001647045.1	Salmonella enterica subsp. enterica serovar Enteritidis 
GCA_001647085.1	Thermococcus piezophilus 
GCA_001647635.1	Leifsonia xyli 
GCA_001647655.1	[Haemophilus] ducreyi 
GCA_001647675.1	Acinetobacter sp. NCu2D-2 
GCA_001647695.1	[Haemophilus] ducreyi 
GCA_001647715.1	Pseudomonas antarctica 
GCA_001647735.1	[Haemophilus] ducreyi 
GCA_001647755.1	Salmonella enterica 
GCA_001647765.1	[Haemophilus] ducreyi 
GCA_001647795.1	[Haemophilus] ducreyi 
GCA_001647815.1	[Haemophilus] ducreyi 
GCA_001647835.1	[Haemophilus] ducreyi 
GCA_001647855.1	[Haemophilus] ducreyi 
GCA_001647875.1	[Haemophilus] ducreyi 
GCA_001647895.1	[Haemophilus] ducreyi 
GCA_001647915.1	[Haemophilus] ducreyi 
GCA_001648115.1	Buchnera aphidicola  
GCA_001648135.1	Bacillus sp. IHB B 7164 
GCA_001648155.1	Chryseobacterium sp. IHBB 10212 
GCA_001648175.1	Halotalea alkalilenta 
GCA_001648195.1	Pseudomonas stutzeri 
GCA_001650215.1	Streptomyces sp. RTd22 
GCA_001650235.2	Acidithiobacillus caldus 
GCA_001650275.1	Escherichia coli O157 
GCA_001650295.1	Escherichia coli O157 
GCA_001651805.1	Marinobacterium aestuarii 
GCA_001651925.2	
GCA_001651945.2	
GCA_001651965.2	
GCA_001652465.1	Microbacterium chocolatum 
GCA_001652485.1	Ochrobactrum pseudogrignonense 
GCA_001652505.2	Lelliottia amnigena 
GCA_001652565.1	Shinella sp. HZN7 
GCA_001652645.1	Legionella pneumophila 
GCA_001652665.1	Legionella pneumophila 
GCA_001652685.1	Legionella pneumophila 
GCA_001653295.1	Corynebacterium pseudotuberculosis 
GCA_001653315.1	Corynebacterium pseudotuberculosis 
GCA_001653335.1	Nocardioides dokdonensis FR1436 
GCA_001653355.1	Mycobacterium avium subsp. paratuberculosis 
GCA_001653395.1	Helicobacter pylori 
GCA_001653415.1	Helicobacter pylori 
GCA_001653435.1	Helicobacter pylori 
GCA_001653455.1	Helicobacter pylori 
GCA_001653475.1	Helicobacter pylori 
GCA_001653755.1	Dokdonia donghaensis DSW-1 
GCA_001653775.1	Vibrio vulnificus 
GCA_001653795.1	Mitsuaria sp. 7 
GCA_001653935.1	Ralstonia insidiosa 
GCA_001653955.1	Francisella persica ATCC VR-331 
GCA_001654435.1	Pseudomonas citronellolis 
GCA_001654455.1	Niabella ginsenosidivorans 
GCA_001654475.1	Bacillus anthracis 
GCA_001654495.1	Streptomyces sp. SAT1 
GCA_001654515.1	Pseudomonas koreensis 
GCA_001655175.1	Streptococcus agalactiae 
GCA_001655245.1	Mycobacterium vaccae 95051 
GCA_001655295.1	Pseudomonas sp. JY-Q 
GCA_001655335.1	Chlamydia trachomatis 
GCA_001655375.1	Chlamydia trachomatis 
GCA_001655415.1	Chlamydia trachomatis 
GCA_001655455.1	Chlamydia trachomatis 
GCA_001655495.1	Chlamydia trachomatis 
GCA_001655535.1	Chlamydia trachomatis 
GCA_001655575.1	Chlamydia trachomatis 
GCA_001655595.1	Pseudomonas sp. DR 5-09 
GCA_001655615.1	Pseudomonas sp. GR 6-02 
GCA_001656045.1	Staphylococcus aureus 
GCA_001656075.1	Staphylococcus aureus 
GCA_001658005.1	Sphingobium sp. EP60837 
GCA_001658025.1	Kosakonia oryzae 
GCA_001659705.1	Arachidicoccus sp. BS20 
GCA_001659745.1	Lactobacillus plantarum 
GCA_001659785.1	Dietzia timorensis 
GCA_001660005.1	Borrelia hermsii HS1 
GCA_001660025.1	Lactobacillus plantarum 
GCA_001660045.1	Streptomyces parvulus 
GCA_001660485.1	Agromyces aureus 
GCA_001660505.1	Vibrio anguillarum 
GCA_001660525.1	Bacillus subtilis subsp. subtilis 
GCA_001660565.1	Escherichia coli 
GCA_001660585.1	Escherichia coli 
GCA_001661075.1	Pseudomonas silesiensis 
GCA_001661085.1	Neisseria gonorrhoeae 
GCA_001661115.1	Neisseria gonorrhoeae 
GCA_001661135.1	Neisseria gonorrhoeae 
GCA_001661675.2	Croceicoccus marinus 
GCA_001663075.1	Escherichia coli 
GCA_001663095.1	Pasteurella multocida subsp. multocida HB01 
GCA_001663115.1	Serratia plymuthica 
GCA_001663135.1	Serratia plymuthica 
GCA_001663155.1	Altererythrobacter ishigakiensis 
GCA_001663175.1	Porphyrobacter neustonensis 
GCA_001663395.1	Staphylococcus sp. AntiMn-1 
GCA_001663475.1	Escherichia coli 
GCA_001663495.1	Corynebacterium pseudotuberculosis 
GCA_001663655.1	Lactobacillus backii 
GCA_001663675.1	Lactobacillus backii 
GCA_001663715.1	Lactobacillus backii 
GCA_001663735.1	Lactobacillus backii 
GCA_001663755.1	Lactobacillus backii 
GCA_001663795.1	Streptococcus thermophilus 
GCA_001663815.1	Halothiobacillus sp. LS2 
GCA_001663835.1	Lactobacillus curvatus 
GCA_001663855.1	Ralstonia insidiosa 
GCA_001664005.1	Rhizobiales bacterium NRL2 
GCA_001664085.1	Rhizobium sp. N1341 
GCA_001664105.1	Rhizobium phaseoli 
GCA_001664125.1	Rhizobium phaseoli 
GCA_001664145.1	Rhizobium sp. N731 
GCA_001664165.1	Rhizobium phaseoli 
GCA_001664185.1	Rhizobium phaseoli 
GCA_001664205.1	Rhizobium phaseoli 
GCA_001664225.1	Rhizobium phaseoli 
GCA_001664245.1	Rhizobium phaseoli 
GCA_001664265.1	Rhizobium etli 
GCA_001664285.1	Rhizobium phaseoli 
GCA_001664305.1	Rhizobium sp. N1314 
GCA_001664325.1	Rhizobium sp. N621 
GCA_001664345.1	Rhizobium sp. N113 
GCA_001664365.1	Rhizobium phaseoli 
GCA_001664385.1	Rhizobium phaseoli 
GCA_001664405.1	Rhizobium phaseoli 
GCA_001664425.1	Rhizobium phaseoli 
GCA_001664445.1	Rhizobium phaseoli 
GCA_001664465.1	Rhizobium sp. N6212 
GCA_001664485.1	Rhizobium sp. N324 
GCA_001664525.1	Rhizobium sp. N871 
GCA_001664545.1	Rhizobium sp. N741 
GCA_001672035.1	Lactobacillus plantarum 
GCA_001672055.1	Serratia marcescens 
GCA_001672455.2	Mesorhizobium sp. WSM1497 
GCA_001675145.1	Escherichia coli 
GCA_001675245.1	Vibrio vulnificus 
GCA_001675515.1	Bacillus thuringiensis serovar coreanensis 
GCA_001676705.1	Bordetella bronchialis 
GCA_001676725.1	Bordetella flabilis 
GCA_001676745.1	Bordetella bronchialis 
GCA_001676765.1	Mesorhizobium loti NZP2037 
GCA_001676785.2	Brachyspira hyodysenteriae ATCC 27164 
GCA_001676805.1	Lactobacillus brevis 
GCA_001676825.1	Klebsiella pneumoniae 
GCA_001677075.2	Legionella pneumophila 
GCA_001677095.1	Mycobacterium abscessus 
GCA_001677115.2	Legionella pneumophila 
GCA_001677135.1	Mycobacterium immunogenum 
GCA_001677155.1	Mycobacterium abscessus 
GCA_001677175.1	Mycobacterium abscessus 
GCA_001677195.1	Mycobacterium abscessus 
GCA_001677215.1	Mycobacterium abscessus 
GCA_001677255.1	Candidatus Sulcia muelleri 
GCA_001677275.1	Vibrio breoganii 
GCA_001677395.1	Flavobacterium columnare 
GCA_001677435.1	Woeseia oceani 
GCA_001677475.1	Escherichia coli 
GCA_001677495.1	Escherichia coli 
GCA_001677515.1	Escherichia coli 
GCA_001678885.1	Streptococcus pyogenes 
GCA_001678905.1	Dermabacter vaginalis 
GCA_001678925.1	Escherichia coli 
GCA_001678945.1	Phaeobacter gallaeciensis 
GCA_001678965.1	Escherichia coli 
GCA_001679665.1	Caulobacteraceae bacterium OTSz A 272 
GCA_001679685.1	Pseudomonas aeruginosa 
GCA_001679705.1	Clostridium tyrobutyricum 
GCA_001679725.1	Cryobacterium arcticum 
GCA_001679745.1	Vibrio alginolyticus 
GCA_001679785.1	Rhizobium leguminosarum 
GCA_001679985.1	Escherichia coli 
GCA_001680025.1	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759 
GCA_001680045.1	Vibrio natriegens 
GCA_001680065.1	Vibrio natriegens 
GCA_001680085.1	Vibrio natriegens 
GCA_001680825.1	Gluconobacter oxydans 
GCA_001682135.1	Thermosipho sp. 1070 
GCA_001682175.1	Vibrio parahaemolyticus 
GCA_001682195.1	Flammeovirga sp. MY04 
GCA_001682215.1	Bacteroides fragilis 
GCA_001682235.1	Staphylococcus equorum 
GCA_001682255.1	Corynebacterium pseudotuberculosis 
GCA_001682275.1	Corynebacterium pseudotuberculosis 
GCA_001682295.1	Rhodococcus sp. 008 
GCA_001682305.2	Escherichia coli 
GCA_001682335.1	Staphylococcus pseudintermedius 
GCA_001682385.1	Azoarcus olearius 
GCA_001682435.2	Staphylococcus pseudintermedius 
GCA_001683055.1	[Brevibacterium] flavum ZL-1 
GCA_001683065.1	Bacillus anthracis 
GCA_001683095.1	Bacillus anthracis 
GCA_001683115.1	Corynebacterium glutamicum ZL-6 
GCA_001683135.1	Bacillus anthracis 
GCA_001683155.1	Bacillus anthracis 
GCA_001683175.1	Bacillus anthracis 
GCA_001683195.1	Bacillus anthracis 
GCA_001683215.1	Bacillus anthracis 
GCA_001683235.1	Bacillus anthracis 
GCA_001683255.1	Bacillus anthracis 
GCA_001683275.1	Bacillus anthracis 
GCA_001683295.1	Bacillus anthracis 
GCA_001683315.1	Staphylococcus equorum 
GCA_001683395.1	Kosakonia sacchari 
GCA_001683415.1	Vibrio cholerae 2740-80 
GCA_001683435.1	Escherichia coli 
GCA_001683455.1	Mycobacterium avium 
GCA_001683515.1	Streptococcus agalactiae 
GCA_001683535.1	Aeromonas hydrophila 
GCA_001685355.1	Streptomyces lincolnensis 
GCA_001685375.1	Streptococcus thermophilus 
GCA_001685395.1	Paenibacillus yonginensis 
GCA_001685415.1	Serinicoccus sp. JLT9 
GCA_001685435.3	Salimicrobium jeotgali 
GCA_001685465.1	Vibrio scophthalmi 
GCA_001685565.1	Bacillus thuringiensis 
GCA_001685605.1	Rhodococcus opacus 
GCA_001685625.1	Rhodobacter sphaeroides 
GCA_001685645.1	Bacillus velezensis 
GCA_001685665.2	Staphylococcus pseudintermedius 
GCA_001686365.1	Bordetella pertussis 
GCA_001686405.1	Bordetella pertussis 
GCA_001686425.1	Bordetella pertussis 
GCA_001686445.1	Bordetella pertussis 
GCA_001686465.1	Bordetella pertussis 
GCA_001686485.1	Bordetella pertussis 
GCA_001686505.1	Bordetella pertussis 
GCA_001686525.1	Bordetella pertussis 
GCA_001686545.1	Bordetella pertussis 
GCA_001686565.1	Bordetella pertussis 
GCA_001686585.1	Bordetella pertussis 
GCA_001686605.1	Bordetella pertussis 
GCA_001686625.1	Bordetella pertussis 
GCA_001686905.1	Campylobacter jejuni subsp. jejuni 
GCA_001686985.1	Mesorhizobium amorphae CCNWGS0123 
GCA_001687065.1	Prosthecochloris sp. CIB 2401 
GCA_001687105.1	Yangia sp. CCB-MM3 
GCA_001687125.1	Aeromonas hydrophila 
GCA_001687285.1	Pseudomonas aeruginosa 
GCA_001687385.1	Bordetella pertussis 
GCA_001687405.1	Bordetella pertussis 
GCA_001687475.2	Campylobacter hepaticus 
GCA_001687545.1	Altererythrobacter namhicola 
GCA_001687565.2	Planococcus antarcticus DSM 14505 
GCA_001687585.2	Planococcus halocryophilus 
GCA_001687605.2	Planococcus plakortidis 
GCA_001687625.2	Planococcus maritimus 
GCA_001687645.1	Corynebacterium glutamicum 
GCA_001687665.2	Planococcus donghaensis 
GCA_001687745.1	Bacillus velezensis 
GCA_001687805.1	Vibrio scophthalmi 
GCA_001688625.2	Flavonifractor plautii 
GCA_001688645.2	Bifidobacterium animalis subsp. animalis 
GCA_001688665.2	Lachnoclostridium sp. YL32 
GCA_001688685.2	Lactobacillus reuteri 
GCA_001688705.2	Ruminiclostridium sp. KB18 
GCA_001688725.2	Bacteroides caecimuris 
GCA_001688765.2	Akkermansia muciniphila 
GCA_001688845.2	Parabacteroides sp. YL27 
GCA_001688905.2	Burkholderiales bacterium YL45 
GCA_001688965.2	Erysipelotrichaceae bacterium I46 
GCA_001689055.2	Enterococcus faecalis 
GCA_001689125.2	Blautia sp. YL58 
GCA_001689935.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690005.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690035.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690055.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690075.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690095.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690115.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690135.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001690155.1	Aggregatibacter actinomycetemcomitans 
GCA_001691455.1	Rhizobium sp. S41 
GCA_001692495.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692515.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692535.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692555.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692575.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692595.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692615.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692635.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692655.1	Salmonella enterica subsp. enterica serovar Heidelberg 
GCA_001692675.1	Bacillus thuringiensis 
GCA_001692755.1	Ruminiclostridium thermocellum DSM 2360 
GCA_001693255.1	Synechococcus sp. PCC 7003 
GCA_001693275.1	Synechococcus sp. PCC 7117 
GCA_001693295.1	Synechococcus sp. PCC 8807 
GCA_001693315.1	Escherichia coli 
GCA_001693335.1	Helicobacter sp. MIT 01-6242 
GCA_001693385.1	Bradyrhizobium icense 
GCA_001693595.1	Yersinia pestis 
GCA_001693615.1	Vibrio coralliilyticus 
GCA_001693635.1	Escherichia coli 
GCA_001693655.1	Ketogulonicigenium vulgare 
GCA_001693675.1	Streptomyces clavuligerus 
GCA_001695515.1	
GCA_001695715.1	Burkholderia pseudomallei 
GCA_001695735.1	Burkholderia pseudomallei 
GCA_001695755.1	Mycobacterium sp. djl-10 
GCA_001696605.3	Acinetobacter wuhouensis 
GCA_001696615.3	Acinetobacter sp. WCHAc010034 
GCA_001697105.1	Neisseria meningitidis 
GCA_001697125.1	Neisseria meningitidis 
GCA_001697145.1	Streptococcus anginosus 
GCA_001697165.1	Neisseria meningitidis 
GCA_001697185.1	Wenyingzhuangia fucanilytica 
GCA_001697205.1	Neisseria meningitidis 
GCA_001697225.1	Immundisolibacter cernigliae 
GCA_001697245.1	[Clostridium] stercorarium subsp. thermolacticum DSM 2910 
GCA_001697265.1	Bacillus subtilis subsp. subtilis 
GCA_001697285.1	[Clostridium] stercorarium subsp. leptospartum DSM 9219 
GCA_001697305.1	Neisseria meningitidis 
GCA_001697325.1	Neisseria meningitidis 
GCA_001697345.1	Neisseria meningitidis 
GCA_001697365.1	Neisseria meningitidis 
GCA_001697385.1	Neisseria meningitidis 
GCA_001697405.1	Neisseria meningitidis 
GCA_001697425.1	Neisseria meningitidis 
GCA_001697445.1	Neisseria meningitidis 
GCA_001697465.1	Neisseria meningitidis 
GCA_001697485.1	Neisseria meningitidis 
GCA_001697505.1	Neisseria meningitidis 
GCA_001697525.1	Neisseria meningitidis 
GCA_001697545.1	Neisseria meningitidis 
GCA_001697565.1	Neisseria meningitidis 
GCA_001697585.1	Neisseria meningitidis 
GCA_001697605.1	Neisseria meningitidis 
GCA_001697625.1	Neisseria meningitidis 
GCA_001697645.1	Neisseria meningitidis 
GCA_001697665.1	Neisseria meningitidis 
GCA_001697685.1	Neisseria meningitidis 
GCA_001697705.1	Neisseria meningitidis 
GCA_001697725.1	Neisseria meningitidis 
GCA_001697745.1	Neisseria meningitidis 
GCA_001697765.1	Neisseria meningitidis 
GCA_001697785.1	Neisseria meningitidis 
GCA_001697805.1	Neisseria meningitidis 
GCA_001697825.1	Neisseria meningitidis 
GCA_001697845.1	Neisseria meningitidis 
GCA_001697865.1	Neisseria meningitidis 
GCA_001697885.1	Neisseria meningitidis 
GCA_001697905.1	Neisseria meningitidis 
GCA_001697925.1	Neisseria meningitidis 
